Case #1: 111
36 25 423625
37 40 444106
39 1 461491
39 23 327991
39 27 656472
40 35 343137
40 37 444106
40 39 323248
Case #268: 50
1 7 595438
3 4 796128
3 15 363812
4 3 796128
5 49 682785
5 12 928750
6 26 892885
7 34 202587
7 4 446262
8 24 632527
9 17 715568
11 8 770282
11 29 726548
12 46 790366
13 18 780418
13 11 526247
15 41 563159
17 19 892780
17 46 714168
18 38 654365
18 13 780418
19 20 401579
19 42 450436
20 13 564588
23 33 470049
24 32 598135
24 27 990966
27 24 990966
29 50 666555
29 11 726548
29 31 835061
31 34 619080
32 49 411306
32 24 598135
33 23 470049
34 50 762219
34 7 202587
35 46 696352
38 18 654365
41 29 20984
42 19 450436
45 49 537708
45 29 513148
46 35 696352
46 27 415226
48 4 760337
49 18 531902
49 45 537708
50 34 762219
50 29 666555
Case #269: Impossible
Case #270: 40
1 10 483827
1 12 450434
2 4 350972
2 6 217473
2 11 481271
2 14 539940
3 9 127323
3 12 459751
4 16 413509
4 14 272452
5 11 539481
5 14 136730
6 2 217473
6 7 633112
6 15 510315
7 8 300788
7 12 510672
7 14 531498
8 10 40063
8 13 328563
9 3 127323
9 7 440985
10 16 411830
10 2 269167
10 14 270773
11 2 481271
11 5 539481
12 1 450434
12 3 459751
12 8 209884
12 13 118679
13 7 399860
13 12 118679
14 2 539940
14 5 136730
14 10 270773
15 3 128506
15 6 510315
15 9 255829
16 10 411830
Case #271: 98
1 17 312990
1 6 444548
1 13 309590
2 5 197665
2 25 262056
2 13 109364
3 19 215299
3 6 93884
3 29 88129
4 2 331970
4 26 325623
5 18 192213
5 3 240780
5 25 199375
5 11 434859
5 30 269638
6 3 93884
6 8 268260
6 26 237975
7 5 469575
7 23 345460
7 30 440239
8 6 268260
8 26 181653
9 6 392704
9 8 332745
9 27 161472
9 14 115716
9 15 570862
10 18 319903
10 29 193525
10 15 397844
11 18 344043
11 5 434859
11 9 499667
11 29 115033
12 22 12900
13 1 309590
13 20 217424
13 23 268082
13 28 203753
14 20 153420
14 27 45756
15 4 243633
15 23 490119
15 10 397844
16 4 659440
16 10 783057
16 30 678131
16 15 890181
17 21 429969
17 14 333399
18 3 186119
18 21 205842
18 25 269298
18 27 85664
18 31 382030
19 20 392275
19 25 353600
20 19 392275
20 24 470660
20 14 153420
21 17 429969
21 19 389842
21 7 542269
21 11 427823
21 13 307964
22 1 321118
22 24 288592
22 27 380549
22 12 12900
23 20 279472
23 26 165065
23 13 268082
24 16 818512
24 22 288592
25 1 407222
25 18 269298
25 19 353600
25 21 395324
26 5 191318
26 23 165065
26 27 84769
27 22 380549
27 9 161472
27 12 367649
27 14 45756
28 2 264785
28 11 365841
29 3 88129
29 6 182013
29 11 115033
30 16 678131
30 5 269638
30 24 421308
30 11 232020
31 16 714952
31 18 382030
Case #272: 912
1 2 141934
1 4 61808
1 7 128705
1 10 72259
1 12 140094
1 14 138855
1 16 134101
1 18 136415
1 20 117611
1 22 105935
1 24 132562
1 27 127159
1 29 162959
1 31 108452
1 33 95827
1 35 85341
1 38 122290
1 41 171342
1 44 112311
1 46 94062
2 1 141934
2 4 112686
2 7 36837
2 10 82673
2 12 77192
2 14 52607
2 16 19689
2 19 144427
2 21 73191
2 23 39712
2 25 48258
2 27 57223
2 29 69952
2 31 118866
2 33 108588
2 35 95755
2 37 49805
2 39 70095
2 42 23511
2 44 128257
2 47 104909
3 2 117549
3 5 132285
3 8 83565
3 11 41375
3 13 72893
3 15 30364
3 17 114396
3 19 97426
3 21 106887
3 23 98973
3 26 65387
3 29 138574
3 32 64831
3 35 60956
3 37 68489
3 39 71294
3 41 128988
3 44 153186
3 47 21803
4 2 112686
4 5 120834
4 8 54455
4 11 77209
4 13 108727
4 15 63075
4 17 150230
4 19 133260
4 23 113020
4 25 121566
4 27 73099
4 29 110244
4 32 100665
4 34 24566
4 38 133739
4 40 94938
4 42 98972
4 44 174119
4 46 105511
5 1 169993
5 3 132285
5 6 135719
5 10 114628
5 13 139647
5 15 101921
5 17 181150
5 19 197462
5 22 67954
5 24 126056
5 26 107310
5 28 168206
5 30 160775
5 32 84673
5 35 127710
5 39 87795
5 41 142259
5 43 90192
5 46 136431
6 5 135719
6 8 87626
6 11 51071
6 13 82589
6 15 40060
6 18 51592
6 20 66911
6 22 72599
6 24 117873
6 26 75083
6 28 172851
6 30 137930
6 33 79549
6 35 70652
6 37 58793
6 39 79083
6 41 119292
6 44 162882
6 46 79373
7 1 128705
7 3 126864
7 5 113268
7 8 87953
7 10 91988
7 12 86507
7 14 89444
7 16 29004
7 20 66198
7 23 49027
7 26 132569
7 29 106789
7 31 128181
7 33 117903
7 35 105070
7 37 59120
7 39 79410
7 43 23076
7 45 96559
7 47 114224
8 2 68028
8 4 54455
8 7 87953
8 10 60797
8 12 121428
8 14 81686
8 16 70805
8 18 125461
8 20 107999
8 22 42639
8 24 102001
8 26 127125
8 28 142891
8 32 59358
8 34 79021
8 38 110828
8 40 86928
8 42 44517
8 44 166109
8 46 82600
9 3 44842
9 6 54538
9 8 63463
9 11 86217
9 13 117735
9 15 72083
9 18 83615
9 20 46795
9 24 115764
9 27 82107
9 29 101236
9 31 100221
9 33 43027
9 36 139760
9 38 142747
9 41 100526
9 44 183127
9 46 114519
10 1 72259
10 5 114628
10 8 60797
10 11 6499
10 13 38017
10 15 78238
10 17 66522
10 19 126092
10 21 120788
10 23 51099
10 25 42553
10 28 119192
10 30 95022
10 32 29955
10 34 108274
10 36 84769
10 38 50031
10 40 39129
10 42 105314
10 44 118310
10 46 34801
11 1 65760
11 3 41375
11 6 51071
11 8 54298
11 10 6499
11 13 31518
11 15 71739
11 19 132591
11 21 114289
11 23 57598
11 25 49052
11 27 61399
11 31 42692
11 34 101775
11 36 91268
11 38 56530
11 40 32630
11 42 98815
11 45 135896
11 47 63178
12 2 77192
12 4 97178
12 6 74163
12 8 121428
12 10 71487
12 13 109504
12 15 34103
12 17 138009
12 19 79778
12 21 111005
12 23 37480
12 25 28934
12 27 100013
12 30 145884
12 32 62070
12 34 94020
12 36 71150
12 38 121518
12 41 153094
12 44 119682
12 46 106288
13 1 97278
13 3 72893
13 5 139647
13 7 117007
13 9 117735
13 11 31518
13 14 104613
13 18 92073
13 20 104305
13 22 71693
13 24 98320
13 28 157209
13 30 133039
13 32 54974
13 34 133293
13 36 122786
13 38 88048
13 40 64148
13 42 130333
13 44 143329
13 47 56279
14 2 52607
14 4 118534
14 6 96810
14 8 81686
14 10 79594
14 12 79820
14 15 62445
14 17 146116
14 19 159598
14 22 66358
14 24 86580
14 27 45435
14 30 121299
14 32 49639
14 35 92676
14 37 52853
14 39 73143
14 41 113352
14 43 66368
14 46 101397
15 1 124883
15 3 30364
15 5 101921
15 7 120610
15 9 72083
15 11 71739
15 14 62445
15 18 11532
15 21 110583
15 26 35023
15 31 114431
15 33 97094
15 35 91320
15 37 88398
15 39 101658
15 41 148897
15 43 97534
15 45 171017
16 1 134101
16 3 107023
16 5 85252
16 7 29004
16 9 83989
16 12 57503
16 14 72296
16 19 124738
16 21 53502
16 24 53662
16 26 103565
16 30 88381
16 33 100755
16 35 84204
16 38 121153
16 40 100971
16 42 43200
16 44 108568
16 46 96643
17 1 138781
17 3 114396
17 5 181150
17 10 66522
17 12 138009
17 18 156292
17 20 150252
17 22 113196
17 25 109075
17 28 145415
17 31 102715
17 33 159909
17 36 151291
17 38 16491
17 40 105651
17 43 135434
17 45 208917
17 47 136199
18 3 41896
18 5 113453
18 8 125461
18 10 89770
18 13 92073
18 15 11532
18 19 102349
18 21 99051
18 24 133736
18 26 23491
18 29 108610
18 31 125963
18 34 99173
18 36 93721
18 38 139801
18 41 160429
18 43 86002
18 45 159485
18 47 63699
19 2 144427
19 4 133260
19 6 107122
19 8 180991
19 10 126092
19 12 79778
19 14 159598
19 16 124738
19 18 102349
19 21 178240
19 24 178400
19 26 125840
19 28 204985
19 30 213119
19 32 141848
19 35 113010
19 40 165221
19 44 199460
19 46 160893
20 1 117611
20 3 69829
20 6 66911
20 8 107999
20 10 83730
20 12 94697
20 14 108284
20 17 150252
20 19 161932
20 23 57217
20 27 86584
20 29 126835
20 31 119923
20 33 89822
20 35 96812
20 37 79166
20 39 93103
20 41 139665
20 43 43122
20 46 105533
21 1 138243
21 3 106887
21 6 103969
21 9 80076
21 11 114289
21 13 141363
21 16 53502
21 18 99051
21 20 37058
21 23 73525
21 27 76862
21 29 143143
21 31 147843
21 34 95634
21 37 76335
21 40 146919
21 43 59430
21 45 132913
22 1 105935
22 3 81550
22 6 72599
22 8 42639
22 11 40175
22 13 71693
22 17 113196
22 23 48189
22 25 56735
22 29 90462
22 31 82867
22 33 72589
22 35 59756
22 37 13806
22 40 72805
22 43 22238
22 45 95721
23 1 119706
23 3 98973
23 5 80204
23 7 49027
23 10 51099
23 12 37480
23 14 59432
23 18 60051
23 20 57217
23 22 48189
23 25 8546
23 27 69413
23 31 87292
23 33 120778
23 35 64181
23 37 61995
23 40 90228
23 42 63223
23 44 88545
23 46 85900
24 1 132562
24 4 124772
24 6 117873
24 8 102001
24 10 60303
24 12 111165
24 14 86580
24 17 126825
24 19 178400
24 22 69091
24 25 82231
24 27 90315
24 30 34719
24 32 52372
24 34 113823
24 36 124447
24 38 110334
24 40 99432
24 42 57484
24 44 138232
24 47 129980
25 2 48258
25 4 121566
25 6 100123
25 9 112558
25 11 49052
25 15 63037
25 17 109075
25 19 108712
25 22 56735
25 24 82231
25 27 77959
25 29 118210
25 31 78746
25 34 107687
25 36 42216
25 38 92584
25 40 81682
25 42 71769
25 44 90748
25 46 77354
26 2 123254
26 4 98098
26 6 75083
26 8 127125
26 11 100100
26 14 97468
26 16 103565
26 19 125840
26 24 121098
26 28 179987
26 30 152805
26 33 132117
26 38 156630
26 40 132730
26 42 146765
26 44 165744
26 46 128402
27 1 127159
27 4 73099
27 6 51375
27 9 82107
27 12 100013
27 14 45435
27 17 134420
27 19 158497
27 21 76862
27 23 69413
27 25 77959
27 30 86555
27 32 37943
27 34 97665
27 36 120175
27 39 27708
27 41 67917
27 43 43462
27 45 115958
27 47 82874
28 2 80305
28 4 183661
28 6 172851
28 8 142891
28 10 119192
28 16 99994
28 19 204985
28 21 153496
28 25 128563
28 27 121476
28 31 155385
28 33 172841
28 35 132274
28 37 114058
28 40 158321
28 43 94066
28 46 153993
29 1 162959
29 3 138574
29 5 158416
29 7 106789
29 9 101236
29 11 97199
29 13 128717
29 17 162804
29 19 210959
29 21 143143
29 24 35979
29 26 85119
29 30 70698
29 32 73743
29 34 85678
29 36 160426
29 38 146313
29 40 129829
29 42 93463
29 45 129674
29 47 160377
30 2 68692
30 5 160775
30 7 105529
30 10 95022
30 13 133039
30 16 88381
30 19 213119
30 21 141883
30 24 34719
30 26 152805
30 29 70698
30 33 137689
30 36 159166
30 38 145053
30 40 134151
30 43 82453
30 46 129823
31 2 118866
31 5 150821
31 9 100221
31 11 42692
31 13 74210
31 15 114431
31 18 125963
31 20 119923
31 22 82867
31 24 96496
31 27 70981
31 29 132475
31 32 66148
31 34 115779
31 36 120962
31 38 86224
31 40 75322
31 43 105105
31 46 70994
32 1 89216
32 3 64831
32 5 84673
32 7 62033
32 9 109673
32 12 62070
32 14 49639
32 16 44885
32 18 84641
32 20 82079
32 22 16719
32 24 52372
32 27 37943
32 29 73743
32 33 89308
32 35 43037
32 37 30525
32 39 50815
32 42 76229
32 45 112440
32 47 86634
33 2 108588
33 4 34019
33 7 117903
33 9 43027
33 11 99886
33 13 131404
33 15 97094
33 17 159909
33 22 72589
33 24 141680
33 26 132117
33 28 172841
33 30 137689
33 32 89308
33 35 106469
33 37 58783
33 39 79073
33 41 119282
33 43 94827
33 46 128188
34 1 86374
34 4 24566
34 6 70096
34 8 79021
34 11 101775
34 13 133293
34 16 99547
34 18 99173
34 20 62353
34 22 118889
34 24 113823
34 26 122664
34 28 172712
34 31 115779
34 33 58585
34 37 105083
34 41 116084
34 43 105475
34 45 158251
34 47 82203
35 2 95755
35 5 127710
35 7 105070
35 10 13082
35 12 84569
35 14 92676
35 16 84204
35 19 113010
35 21 133870
35 23 64181
35 25 55635
35 28 132274
35 30 108104
35 32 43037
35 34 121356
35 37 73562
35 39 93852
35 42 118396
35 44 131392
36 2 90474
36 6 142339
36 8 141590
36 10 84769
36 12 71150
36 14 93102
36 17 151291
36 20 107979
36 23 50762
36 25 42216
36 28 170779
36 30 159166
36 32 114724
36 35 97851
36 38 134800
36 41 173256
36 43 76713
36 45 150196
36 47 154446
37 2 49805
37 4 80517
37 6 58793
37 9 89525
37 11 53981
37 13 85499
37 15 88398
37 17 127002
37 20 79166
37 22 13806
37 24 82897
37 27 7418
37 29 104268
37 31 78399
37 33 58783
37 35 73562
37 38 110511
37 40 86611
37 43 36044
37 46 82283
38 1 122290
38 3 97905
38 6 107601
38 8 110828
38 10 50031
38 12 121518
38 14 129625
38 16 121153
38 18 139801
38 21 170819
38 23 101130
38 25 92584
38 28 128924
38 30 145053
38 32 79986
38 35 36949
38 37 110511
38 40 89160
38 42 155345
38 44 168341
38 46 84832
39 1 140031
39 3 71294
39 5 87795
39 7 79410
39 9 109815
39 11 74271
39 14 73143
39 16 62262
39 18 113190
39 20 93103
39 25 90831
39 27 27708
39 30 114263
39 32 50815
39 34 125373
39 36 133047
39 38 130801
39 41 80789
39 43 56334
39 45 128830
39 47 93097
40 4 94938
40 6 83701
40 10 39129
40 12 110616
40 14 105725
40 16 100971
40 19 165221
40 21 146919
40 23 90228
40 25 81682
40 27 94029
40 29 129829
40 31 75322
40 37 86611
40 39 106901
40 44 79181
40 47 95808
41 2 86231
41 4 109534
41 6 119292
41 8 89332
41 10 120979
41 12 153094
41 14 113352
41 16 102471
41 19 226414
41 21 136056
41 23 122494
41 25 131040
41 27 67917
41 29 156183
41 32 91024
41 34 116084
41 36 173256
41 39 80789
41 42 62720
41 44 211039
41 47 150791
42 3 128082
42 5 105086
42 8 44517
42 11 98815
42 14 76118
42 16 43200
42 18 123274
42 23 63223
42 25 71769
42 27 80734
42 30 92203
42 33 132099
42 35 118396
42 37 73316
42 39 93606
42 44 151768
42 46 127117
43 1 128173
43 4 98925
43 7 23076
43 9 89917
43 12 63431
43 14 66368
43 16 5928
43 18 86002
43 21 59430
43 23 25951
43 25 34497
43 27 43462
43 30 82453
43 33 94827
43 35 81994
43 37 36044
43 39 56334
43 44 114496
43 47 91148
44 2 128257
44 4 174119
44 6 162882
44 8 166109
44 10 118310
44 12 119682
44 15 153785
44 17 184832
44 19 199460
44 21 162070
44 23 88545
44 25 90748
44 27 157958
44 32 135267
44 35 131392
44 38 168341
44 40 79181
44 42 151768
44 45 187979
45 1 201656
45 4 172408
45 7 96559
45 9 163400
45 11 135896
45 13 167414
45 15 171017
45 17 208917
45 19 204149
45 22 95721
45 24 93695
45 26 182976
45 28 140027
45 30 128414
45 32 112440
45 34 158251
45 36 150196
45 38 192426
45 41 145953
45 44 187979
46 1 94062
46 4 105511
46 6 79373
46 8 82600
46 10 34801
46 12 106288
46 15 100041
46 17 101323
46 19 160893
46 23 85900
46 26 128402
46 28 153993
46 30 129823
46 32 51758
46 34 130077
46 37 82283
46 39 102573
46 42 127117
46 47 91480
47 2 104909
47 4 57637
47 6 31499
47 8 61762
47 10 69677
47 12 86270
47 14 114612
47 17 136199
47 19 119229
47 21 85084
47 23 105243
47 25 112230
47 27 82874
47 29 160377
47 32 86634
47 34 82203
47 37 90292
47 39 93097
47 41 150791
47 43 91148
47 45 164631
Case #273: 145
1 3 175115
1 5 222547
1 7 381288
1 11 79892
1 18 83516
1 23 204548
1 25 318215
2 19 164633
2 21 281555
2 9 108697
2 10 255713
3 1 175115
3 18 211858
3 22 306185
3 12 251702
4 1 266044
4 5 325799
4 10 407007
4 12 135380
4 16 276747
4 20 267680
4 22 321859
4 24 191347
5 16 59917
5 19 37186
5 4 325799
5 24 176589
5 9 190709
5 14 208618
6 1 219702
6 5 220896
6 10 171353
6 13 350126
6 18 143434
6 21 300632
6 23 190547
7 16 331824
7 2 310793
7 6 190652
7 23 347718
7 8 536706
7 15 293441
8 17 431209
8 20 477964
8 5 420379
8 7 536706
8 13 430765
9 17 136677
9 18 113247
9 5 190709
9 8 294532
9 15 51267
10 2 255713
10 6 171353
10 12 293627
11 1 79892
11 4 286850
11 12 262224
11 15 160890
11 17 224965
11 22 226015
11 25 267389
12 3 251702
12 10 293627
12 13 360321
12 15 226858
12 17 38914
12 22 210274
12 24 168376
13 5 196604
13 8 430765
13 12 360321
13 16 256521
13 19 233790
13 22 436331
13 26 272169
14 18 180617
14 5 208618
14 10 76023
14 12 217604
15 1 240782
15 5 241976
15 7 293441
15 26 303586
15 12 226858
15 14 337883
16 5 59917
16 7 331824
16 9 176254
16 11 194695
16 13 256521
17 18 228589
17 20 208389
17 6 85155
17 8 431209
17 9 136677
17 12 38914
18 3 211858
18 6 143434
18 11 3624
18 14 180617
18 17 228589
18 23 182425
19 2 164633
19 5 37186
19 22 269915
19 24 139403
19 13 233790
20 1 214359
20 5 179669
20 23 135646
20 8 477964
20 26 227605
21 17 271493
21 4 241922
21 22 386837
21 13 350712
22 4 321859
22 7 276857
22 12 210274
22 17 171360
22 20 299824
22 25 213784
23 16 15894
23 18 182425
23 20 135646
23 6 190547
23 8 376356
23 12 281135
24 1 175395
24 19 139403
24 4 191347
24 7 234959
24 11 95503
24 13 305819
25 17 42424
25 2 229071
25 4 216718
25 7 147921
25 9 179101
25 11 267389
26 1 296507
26 6 282506
26 11 270760
26 14 270228
Case #274: 708
1 2 39827
1 5 58702
1 7 19020
1 10 57882
1 12 86754
1 14 93189
1 16 45274
1 18 61844
1 20 66152
1 22 48947
1 24 49609
1 28 99039
1 30 71486
1 34 55944
1 37 94449
1 39 92668
1 42 104838
2 4 102071
2 6 118891
2 8 47437
2 10 87438
2 13 130686
2 15 136515
2 17 164590
2 19 119688
2 22 78503
2 25 100327
2 28 138866
2 31 57149
2 36 116929
2 38 120000
2 42 125895
3 4 102592
3 6 85847
3 8 11098
3 10 54394
3 12 90242
3 14 89701
3 16 41786
3 19 83349
3 21 37638
3 24 46121
3 26 54009
3 28 102527
3 30 74974
3 33 30990
3 35 105770
3 37 90961
3 39 93833
3 41 124625
4 1 101427
4 3 102592
4 6 127613
4 10 96160
4 13 139408
4 15 145237
4 17 73621
4 19 108646
4 21 79404
4 23 205785
4 25 109049
4 27 85235
4 30 106250
4 32 92443
4 34 121792
4 36 14858
4 38 59316
4 40 36657
4 42 121442
5 1 58702
5 3 62190
5 6 139106
5 8 73288
5 10 74141
5 12 29783
5 15 156730
5 17 167101
5 20 124854
5 22 98718
5 24 78338
5 26 116199
5 31 76658
5 33 58807
5 39 133309
5 43 92603
6 2 118891
6 4 127613
6 7 108355
6 10 64965
6 12 168889
6 14 100272
6 16 52357
6 18 68927
6 21 48209
6 23 207194
6 27 54040
6 30 149869
6 33 100660
6 39 118854
6 41 141824
7 1 19020
7 3 22508
7 5 77722
7 8 33606
7 10 76902
7 13 120150
7 16 64294
7 18 80864
7 20 85172
7 22 67967
7 25 89791
7 28 118059
7 31 43318
7 33 46522
7 37 113469
7 41 140157
7 43 52921
8 3 11098
8 6 74749
8 9 42944
8 12 101340
8 15 92373
8 20 56447
8 22 34361
8 24 57219
8 28 113625
8 30 86072
8 33 42088
8 36 88834
8 38 81266
8 42 119424
9 1 57530
9 3 54042
9 7 76550
9 10 33160
9 12 136598
9 15 66600
9 17 77504
9 19 91236
9 21 16404
9 23 167933
9 25 27376
9 27 10573
9 29 88689
9 31 62732
9 35 152356
9 39 87049
9 41 98357
9 43 23629
10 2 87438
10 4 96160
10 6 64965
10 9 33160
10 12 103924
10 15 82589
10 17 110664
10 20 61113
10 22 24577
10 25 46401
10 28 152863
10 31 75204
10 33 85384
10 35 160164
10 38 37970
10 40 115299
10 42 83053
11 1 96583
11 5 65965
11 8 81997
11 10 38701
11 13 115461
11 15 121290
11 18 76175
11 20 99814
11 23 147200
11 26 103061
11 29 51146
11 31 113905
11 33 119256
11 35 162777
11 37 108780
11 40 96704
11 43 62682
12 2 126581
12 4 108195
12 6 168889
12 8 101340
12 10 103924
12 14 142952
12 18 132284
12 21 120680
12 23 204613
12 26 144251
12 28 108679
12 31 73866
12 33 88590
12 37 114897
12 39 116954
12 41 92218
12 43 120655
13 2 130686
13 4 139408
13 6 108213
13 10 76760
13 14 96147
13 17 153912
13 20 104361
13 23 218989
13 25 89649
13 30 161664
13 33 128632
13 35 203412
13 37 113327
13 39 130649
13 41 153619
13 43 67229
14 2 122745
14 4 131467
14 8 78603
14 11 107520
14 13 96147
14 16 56211
14 18 39973
14 22 59884
14 24 123702
14 26 140415
14 28 176508
14 30 131469
14 36 128807
14 39 122708
14 41 134016
14 43 59288
15 2 136515
15 4 145237
15 6 114042
15 8 92373
15 10 82589
15 12 186513
15 16 69981
15 18 62286
15 21 65833
15 23 224818
15 25 93976
15 28 190278
15 30 167493
15 32 130182
15 34 159488
15 36 142577
15 38 120559
15 40 121612
15 42 165642
16 1 45274
16 3 41786
16 5 86749
16 7 64294
16 9 20552
16 13 64152
16 15 69981
16 18 24866
16 20 48505
16 22 11969
16 26 92500
16 28 140255
16 31 62596
16 33 72776
16 36 80892
16 38 50578
16 41 97763
17 1 135034
17 4 73621
17 6 142117
17 9 77504
17 11 133668
17 14 113163
17 16 98056
17 19 168740
17 21 93908
17 24 88763
17 26 163078
17 28 148887
17 30 179018
17 33 129688
17 36 70961
17 38 132937
17 40 92760
17 42 177545
18 1 61844
18 3 58356
18 5 111615
18 7 80864
18 11 76175
18 13 80722
18 15 62286
18 17 81818
18 20 65075
18 22 28539
18 24 83729
18 27 14887
18 29 93003
18 32 85067
18 34 114373
18 37 62379
18 40 119261
19 1 79861
19 3 83349
19 7 98881
19 10 58076
19 15 140665
19 17 168740
19 20 119189
19 23 161559
19 27 80663
19 29 2547
19 33 79966
19 36 123504
19 38 49330
19 40 114856
19 42 30071
20 1 66152
20 3 62664
20 5 124854
20 7 85172
20 9 60761
20 11 99814
20 13 104361
20 17 138265
20 19 119189
20 22 52178
20 24 108785
20 26 43995
20 28 165191
20 31 83474
20 34 122096
20 39 100552
20 43 37132
21 3 37638
21 5 90897
21 7 60146
21 9 16404
21 11 55457
21 13 60004
21 15 65833
21 17 93908
21 19 74832
21 22 7821
21 28 136107
21 30 101660
21 32 64349
21 34 93655
21 37 53323
21 39 70645
21 42 99809
22 1 48947
22 4 87225
22 6 40388
22 8 34361
22 10 24577
22 14 59884
22 16 11969
22 18 28539
22 21 7821
22 25 21824
22 27 13652
22 30 109481
22 34 101476
22 36 84565
22 38 62547
22 40 106364
22 43 15046
23 2 117353
23 4 205785
23 6 207194
23 9 167933
23 11 147200
23 13 218989
23 15 224818
23 18 172247
23 20 143678
23 26 99683
23 28 216898
23 31 142157
23 34 173803
23 36 203998
23 38 146469
23 40 182629
23 43 151760
24 3 46121
24 5 78338
24 8 57219
24 11 139216
24 14 123702
24 17 88763
24 19 99497
24 21 83759
24 23 167468
24 26 100130
24 29 96950
24 31 25311
24 33 40925
24 36 136178
24 38 138485
24 43 76534
25 2 100327
25 4 109049
25 6 62212
25 9 27376
25 12 150325
25 14 63035
25 17 104880
25 20 74002
25 24 113404
25 27 35476
25 29 101930
25 31 88093
25 33 98273
25 36 106389
25 38 84371
25 42 129454
26 3 54009
26 5 116199
26 10 105108
26 12 144251
26 14 140415
26 16 92500
26 20 43995
26 23 99683
26 25 117997
26 28 156536
26 30 128983
26 32 27298
26 34 113441
26 37 141675
26 40 122267
26 42 143565
27 4 85235
27 6 54040
27 8 32371
27 12 126511
27 16 9979
27 18 14887
27 20 50188
27 23 164816
27 25 35476
27 28 130276
27 31 64279
27 34 99486
27 36 82575
27 40 104374
27 42 105640
28 1 99039
28 3 102527
28 8 113625
28 10 152863
28 12 108679
28 15 190278
28 17 148887
28 19 151503
28 21 136107
28 25 165752
28 27 130276
28 30 143128
28 36 185608
28 38 190062
28 40 163809
28 43 132940
29 2 117141
29 4 111193
29 8 91900
29 11 51146
29 15 138118
29 17 166193
29 19 2547
29 21 72285
29 23 164106
29 25 101930
29 28 148956
29 33 77419
29 36 126051
29 38 51877
29 41 43823
29 43 79510
30 3 74974
30 6 149869
30 8 86072
30 10 84904
30 12 48083
30 14 131469
30 17 179018
30 22 109481
30 25 128890
30 27 107491
30 29 36912
30 32 101685
30 34 15542
30 37 121027
30 39 115009
30 41 80735
30 43 105387
31 3 20810
31 5 76658
31 7 43318
31 9 62732
31 11 113905
31 14 98391
31 16 62596
31 19 97817
31 21 58448
31 24 25311
31 26 74819
31 30 94958
31 33 51800
31 35 126580
31 37 111771
31 39 114643
31 41 139093
31 43 51223
32 4 92443
32 7 49219
32 10 81105
32 12 116953
32 15 130182
32 17 158257
32 20 35953
32 22 72170
32 25 93994
32 30 101685
32 33 57701
32 36 107301
32 38 119075
32 40 94969
33 3 30990
33 5 58807
33 7 46522
33 10 85384
33 12 88590
33 15 134461
33 17 129688
33 19 79966
33 23 145361
33 25 98273
33 27 74459
33 30 71591
33 32 57701
33 37 121951
33 39 120170
33 41 121242
33 43 61403
34 2 95771
34 4 121792
34 10 76899
34 13 153659
34 18 114373
34 20 122096
34 22 101476
34 25 123300
34 27 99486
34 31 79416
34 35 158226
34 37 105485
34 42 48894
35 3 105770
35 7 121302
35 9 152356
35 11 162777
35 15 209241
35 17 229860
35 21 143408
35 23 15577
35 26 84106
35 28 201321
35 30 173768
35 33 129784
35 36 188421
35 38 162046
35 41 135860
35 43 136183
36 3 90057
36 8 88834
36 12 123053
36 14 128807
36 16 80892
36 18 97462
36 22 84565
36 24 136178
36 27 82575
36 29 126051
36 32 107301
36 35 188421
36 40 21799
36 43 69519
37 2 124005
37 4 132727
37 7 113469
37 10 70079
37 12 114897
37 15 107494
37 17 135569
37 19 81568
37 22 61144
37 24 137082
37 26 141675
37 29 84115
37 31 111771
37 33 121951
37 35 176152
37 38 108049
37 40 151866
37 42 111639
38 1 95852
38 3 92364
38 7 114872
38 9 71130
38 11 731
38 13 114730
38 15 120559
38 17 132937
38 19 49330
38 22 62547
38 24 138485
38 26 102330
38 28 190062
38 30 46934
38 32 119075
38 35 162046
38 39 68075
38 41 79839
38 43 61951
39 2 110830
39 4 8759
39 6 118854
39 10 87401
39 13 130649
39 15 136478
39 17 64862
39 20 100552
39 22 78466
39 28 191707
39 31 114643
39 33 120170
39 37 123968
39 40 27898
39 43 63420
40 4 36657
40 6 146752
40 10 115299
40 12 113484
40 14 150606
40 17 92760
40 19 114856
40 22 106364
40 24 114379
40 26 122267
40 28 163809
40 30 136256
40 32 94969
40 34 120714
40 37 151866
40 39 27898
40 43 91318
41 3 124625
41 6 141824
41 8 120155
41 10 99352
41 13 153619
41 15 147786
41 17 175861
41 19 41276
41 23 120283
41 27 87784
41 29 43823
41 31 139093
41 35 135860
41 37 40292
41 39 147914
41 43 100840
42 2 125895
42 4 121442
42 8 119424
42 10 83053
42 12 75919
42 14 151872
42 17 177545
42 21 99809
42 25 129454
42 27 105640
42 30 64436
42 33 104943
42 35 207120
42 38 79401
42 41 71347
43 2 63457
43 5 92603
43 7 52921
43 9 23629
43 11 62682
43 13 67229
43 15 73058
43 17 101133
43 20 37132
43 22 15046
43 24 76534
43 28 132940
43 30 105387
43 32 57124
43 35 136183
43 37 60548
43 39 63420
43 41 100840
Case #275: 118
1 3 295669
1 6 441291
1 9 280406
1 11 239268
1 14 259348
1 17 252021
1 19 340961
2 18 159124
2 4 267384
2 6 218987
2 12 132752
2 14 37044
3 16 56896
3 1 295669
3 20 385922
3 8 273526
3 11 57391
4 16 250915
4 1 489688
4 20 346365
4 12 223837
4 15 95306
5 4 246447
5 8 200612
5 10 204142
5 13 158061
5 15 331467
5 18 269266
